source,target
Novartis,"DelBene, Suzan"
Novartis,"Ruiz, Raul"
Novartis,"Ernst, Joni"
Novartis,Lead Encourage Elect PAC
Novartis,Buddy PAC
Novartis,"Sanchez, Linda"
Novartis,Oorah! PAC
Novartis,Common Ground PAC
Novartis,TKJ PAC
Novartis,"Peters, Gary"
Novartis,"Veasey, Marc"
Novartis,"Emmer, Tom"
Novartis,National Republican Senatorial Cmte
Novartis,Republican Party of Georgia
Novartis,"Slotkin, Elissa"
Novartis,"Pressley, Ayanna"
Novartis,"Ratevosian, Jirair"
Novartis,"Booker, Cory"
Novartis,"Lee, Susie"
Novartis,"Kelly, Robin"
Novartis,"Clyburn, James E"
Novartis,"Ross, Deborah"
Novartis,"Pettersen, Brittany"
Novartis,"Pou, Nelida"
Novartis,"Ramaswamy, Vivek"
Novartis,"Kean, Thomas H Jr"
Novartis,"Schiff, Adam"
Novartis,Newsom for California Governor 2022
Novartis,"Kim, Andy"
Novartis,"Sanders, Bernie"
Novartis,"Fitzpatrick, Brian"
Novartis,"Warner, Mark"
Novartis,"Heinrich, Martin"
Novartis,"Foushee, Valerie"
Novartis,"Duckworth, Tammy"
Novartis,"Conaway, Herb"
Novartis,"Steel, Michelle"
Novartis,"Kilmer, Derek"
Novartis,"Strickland, Marilyn"
Novartis,Democratic Party of North Carolina
Novartis,New Millennium PAC
Novartis,Reclaim America PAC
Novartis,"Wyden, Ron"
Novartis,"Connolly, Gerry"
Novartis,"Haridopolos, Mike"
Novartis,"Liccardo, Sam T."
Novartis,Granite Values
Novartis,Longleaf PAC
Novartis,"Neal, Richard E"
Novartis,"Curtis, John"
Novartis,"Mullin, Kevin"
Novartis,Luchadora PAC                                     
Novartis,"Burgess, Michael"
Novartis,"Clarke, Yvette"
Novartis,"Lankford, James"
Novartis,"Wenstrup, Brad"
Novartis,"Houlahan, Chrissy"
Novartis,"Escobar, Veronica"
Novartis,"Johnson, Julie"
Novartis,"Banks, Jim"
Novartis,"Livingston, Scott"
Novartis,Massachusetts Democratic State Cmte
Novartis,Smart Solutions PAC
Novartis,PAC in the Saddle
Novartis,"Eshoo, Anna"
Novartis,"Foster, Bill"
Novartis,"Bright, Chris"
Novartis,Evergreen PAC
Novartis,"Latta, Bob"
Novartis,"Smith, Adrian"
Novartis,"Kelly, Mike"
Novartis,"Sinema, Kyrsten"
Novartis,"Budd, Ted"
Novartis,"Pence, Greg"
Novartis,"Armstrong, Kelly"
Novartis,"Khairullah, Mohamed"
Novartis,"Osborn, Dan"
Novartis,"Altman, Sue"
Novartis,"Bush, Cori"
Novartis,"Baldwin, Tammy"
Novartis,"Frisch, Adam"
Novartis,Forward Blue
Novartis,Stand for America PAC
Novartis,"Jeffries, Hakeem"
Novartis,"Dahan, Liz"
Novartis,"Cruz, Ted"
Novartis,"Bowman, Jamaal"
Novartis,"Vindman, Yevgeny 'Eugene'"
Novartis,"Omar, Ilhan"
Novartis,"Ocasio-Cortez, Alexandria"
Novartis,Democratic Party of Wisconsin
Novartis,"Kennedy, Robert F Jr."
Novartis,Republican Party of California
Novartis,"Vargas, Tony"
Novartis,"Christiansen, Katrina"
Novartis,"Luttrell, Morgan"
Novartis,"Johnson, Gloria"
Novartis,"Kunce, Lucas"
Novartis,National Republican Congressional Cmte
Novartis,"Cammack, Kat"
Novartis,"Peltola, Mary"
Novartis,"Figures, Shomari"
Novartis,Republican Party of Florida
Novartis,First In Freedom PAC
Novartis,"Allen, Richard W"
Novartis,"James, John"
Novartis,"Obernolte, Jay"
Novartis,"Pfluger, August"
Novartis,"Harshbarger, Diana"
Novartis,AnniePAC
Novartis,Not So Old Fashioned PAC
Novartis,"Scott, Bobby"
Novartis,"Balderson, Troy"
Novartis,"Panetta, Jimmy"
Novartis,"Godfrey, Darryl"
Novartis,Campaign for Democracy PAC
Novartis,"Lee, Summer"
Novartis,"Christie, Chris"
Novartis,"DeSantis, Ron"
Novartis,"Hovde, Eric"
Novartis,"Klobuchar, Amy"
Novartis,"Hurd, Will"
Novartis,"Calvarese, Trisha"
Novartis,"Jordan, Jim"
Novartis,"Scanlon, Mary Gay"
Novartis,"Greene, Marjorie Taylor"
Novartis,Powered By People
Novartis,"Gray, Adam"
Novartis,RSLC Victory Fund
Novartis,"Parrott, Neil"
Novartis,"Crockett, Jasmine"
Novartis,"Jones, Mondaire"
Novartis,"Lyerly, Kristin"
Novartis,Fight Like Hell PAC
Novartis,"Sheehy, Tim"
Novartis,"Klee Hood, Sarah"
Novartis,"Garvey, Steve"
Novartis,"Hogan, Larry"
Novartis,"Burrows, John"
Novartis,Republican Party of Washington
Novartis,"Gonzalez, Vicente"
Novartis,"Bucco, Carmen"
Novartis,"Barca, Peter William"
Novartis,"Hsu, John"
Novartis,"Collier, Matt"
Novartis,Jane Fonda Climate PAC
Novartis,"Titus, Dina"
Novartis,"Levin, Mike"
Novartis,Senate Majority PAC
Novartis,"Harper, Hill"
Novartis,"Gillen, Laura"
Novartis,"Padilla, Alex"
Novartis,"Williamson, Marianne"
Novartis,"Massie, Thomas"
Novartis,"Carson, Andre"
Novartis,"Markey, Ed"
Novartis,"Rashid, Qasim"
Novartis,"O'brien, Michael"
Novartis,"Dunn, Harry"
Novartis,"Pelosi, Nancy"
Novartis,"Stelson, Janelle"
Novartis,"McCorkle, Ike"
Novartis,"Kelly, Mark"
Novartis,"Cooke, Rebecca"
Novartis,"Bynum, Janelle"
Novartis,"Pilip, Mazi Melesa"
Novartis,Defend Freedom Inc
Novartis,"Mucarsel-Powell, Debbie"
Novartis,DLCC PAC
Novartis,"Schumer, Charles E"
Novartis,PAC to the Future
Novartis,"Fetterman, John"
Novartis,"Warren, Elizabeth"
Novartis,"Sites, Jeffrey"
Novartis,"Frost, Maxwell"
Novartis,"Qarni, Atif"
Novartis,"Wilson, Tamie"
Novartis,"McBath, Lucy"
Novartis,"Beydoun, Nasser"
Novartis,"Gaetz, Matt"
Novartis,"Johnson, Mike"
Novartis,Democratic Party Cmte Abroad
Novartis,One Giant Leap PAC
Novartis,"Harvey, Kathryn"
Novartis,"Moskowitz, Jared"
Novartis,"Shyne, Sepi"
Novartis,"Campos-Medina, Patricia"
Novartis,"Hill, Kyle"
Novartis,"Jawando, Will"
Novartis,"Ramirez, Delia"
Novartis,"Freeman, Esau"
Novartis,Our Great Task
Novartis,Gen-Democracy PAC
Novartis,"Self, Keith"
Novartis,"Caraveo, Yadira"
Novartis,"Riley, Josh"
Novartis,"Ehr, Phil"
Novartis,"Pinkins, Ty"
Novartis,"Nez, Jonathan"
Novartis,"Sorensen, Eric"
Novartis,New Jersey Democratic State Cmte
Novartis,"Cartwright, Matt"
Novartis,"Suozzi, Tom"
Novartis,"Vogel, Joseph"
Novartis,"Lee, Barbara"
Novartis,"Kaplan, Anna"
Novartis,"Blazakis, Jason"
Novartis,"Stein, Jill"
Novartis,"Davids, Sharice"
Novartis,"Masto, Catherine Cortez"
Novartis,"Warnock, Raphael"
Novartis,November Coalition
Novartis,"Lawler, Mike"
Novartis,"Scalise, Steve"
Novartis,"Phillips, Dean"
Novartis,"Smith, Tina"
Novartis,"Whitesides, George"
Novartis,Democratic Party of California
Novartis,"Womer, Zach"
Novartis,Democratic Party of Pennsylvania
Novartis,Retired Americans PAC
Novartis,"Rollins, Will"
Novartis,"Shaheen, Jeanne"
Novartis,"Ryan, Pat"
Novartis,"Graham, Lindsey"
Novartis,"Vasquez, Gabe"
Novartis,"Scott, Tim"
Novartis,"Ciscomani, Juan"
Novartis,"Brown, Sam"
Novartis,"Hertel, Curtis"
Novartis,"Min, Dave"
Novartis,"Tran, Derek"
Novartis,"Engel, Kirsten"
Novartis,"Perez, Marie Gluesenkamp"
Novartis,"Golden, Jared"
Novartis,"Salas, Rudy"
Novartis,"Kim, Young"
Novartis,"Martin, Isaiah"
Novartis,"Marlinga, Carl"
Novartis,"Girl, Maebe A."
Novartis,"Perelman, Jennifer"
Novartis,"Gutierrez, Roland"
Novartis,Democratic Party of Tennessee
Novartis,"Kennedy, John"
Novartis,"Randall, Emily"
Novartis,"Collins, Paula"
Novartis,Rooted in Community Leadership PAC
Novartis,"Kim, David"
Novartis,"Pappas, Chris"
Novartis,Common Sense for America PAC
Novartis,"Torres, Ritchie"
Novartis,Seneca Project
Novartis,"Hayes, Jahana"
Novartis,"France, Mike"
Novartis,"Kaptur, Marcy"
Novartis,"Budzinski, Nikki"
Novartis,"Craig, Angie"
Novartis,"Schrier, Kim"
Novartis,"Salinas, Andrea"
Novartis,"Scholten, Hillary"
Novartis,Save America
Novartis,"Ossoff, Jon"
Novartis,Black Men Vote
Novartis,"Murphy, Christopher S"
Novartis,"Elliott, Glenn Frederick Jr."
Novartis,AmeriPAC: The Fund for a Greater America
Novartis,"Underwood, Lauren A"
Novartis,Retired Dems 2024
Novartis,"Dziados, Christopher Ryan"
Novartis,Elect Dems Now PAC
Novartis,"Ellzey, Jake"
Novartis,Moms Fed Up PAC
Novartis,"Elder, Larry"
Novartis,"Crow, Jason"
Novartis,"Hagerty, Bill"
Novartis,Democratic Party of Ohio
Novartis,Democrats 2024
Novartis,"Agwan, Pervez"
Novartis,"Valimont, Gay"
Novartis,"Crane, Eli"
Novartis,"Hickenlooper, John"
Novartis,"Hassan, Maggie"
Novartis,"Stefanik, Elise"
Novartis,"Reschenthaler, Guy"
Novartis,"Luna, Anna Paulina"
Novartis,"Martinez, Tekesha"
Novartis,"Hammer, Trygve"
Novartis,"Gilberry, Wallace"
Novartis,US Concealed Carry Assn for Saving Lives
Novartis,"Gillibrand, Kirsten"
Novartis,"Spanberger, Abigail"
Novartis,"Boebert, Lauren"
Novartis,"Tranel, Monica"
Novartis,"Moore, Michael"
Novartis,"Damikolas, Allyson"
Novartis,"Schaffner, Katrina"
Novartis,National Democratic Training Cmte
Novartis,The American Dream PAC
Novartis,"Jackson, Jeff"
Novartis,"Morse, Andrea S"
Novartis,"Danimus, Ann Marie"
Novartis,"Salerno, Joe"
Novartis,"Bresnahan, Rob"
Novartis,"Jones, Herbert Jr"
Novartis,"Kleinmann, Matthew"
Novartis,"Breslin, Karen"
Novartis,"Hines, Bo"
Novartis,"Moulton, Seth"
Novartis,"Scott, Rick"
Novartis,"Moreno, Bernie"
Novartis,"Begich, Nick III"
Novartis,Field Team Six
Novartis,"Valadao, David"
Novartis,"McCormick, Dave"
Novartis,Right Side of History PAC
Novartis,"Morales, Andy"
Novartis,Will of the People PAC
Novartis,"Lake, Kari"
Novartis,"Burgum, Doug"
Novartis,Medicare for All PAC
Novartis,"Swalwell, Eric"
Novartis,"Nouri, Preston"
Novartis,Great Chain PAC
Novartis,Blue America PAC IE Cmte
Novartis,E-PAC
Novartis,BlueWaveAmerica
Novartis,Champion American Values
Novartis,"Flowers, Marcus"
Novartis,"Kemp, Patricia"
Novartis,"Pugh, Pamela"
Novartis,Progressive Majority PAC             
Novartis,Democratic Party of Colorado
Novartis,"Krishnamoorthi, Raja"
Novartis,VoteProChoice PAC
Novartis,"Jacobs, Sara"
Novartis,The Long Run PAC
Novartis,Cedar Key Progress
Novartis,Hellfire PAC
Novartis,"Sykes, Emilia"
Novartis,"Landsman, Greg"
Novartis,"Garcia, Mike"
Novartis,"Johnson, Hank"
Novartis,"Theriault, Austin"
Novartis,"Kiggans, Jen"
Novartis,"Lofgren, Zoe"
Novartis,"Molinaro, Marc"
Novartis,"Nunn, Zach"
Novartis,"Williams, Brandon"
Novartis,"Hutchinson, W. Asa"
Novartis,"Suarez, Francis X."
Novartis,"Kiley, Kevin"
Novartis,"Calvert, Ken"
Novartis,"Duarte, John"
NovoNordisk,"Harris, Kamala"
NovoNordisk,Democratic Lieutenant Governors Assn
NovoNordisk,National Republican Congressional Cmte
NovoNordisk,"Trump, Donald"
NovoNordisk,"Barragan, Nanette"
NovoNordisk,"Moore, Gwen"
NovoNordisk,"Davis, Don"
NovoNordisk,"Hudson, Richard"
NovoNordisk,Building Up Democracy's Dream
NovoNordisk,"Ruiz, Raul"
NovoNordisk,Defend Our Conservative Senate PAC
NovoNordisk,"Ross, Deborah"
NovoNordisk,MARSHA PAC
NovoNordisk,"Schweikert, David"
NovoNordisk,"Brown, Sherrod"
NovoNordisk,"Rochester, Lisa Blunt"
NovoNordisk,"Crapo, Mike"
NovoNordisk,Wild & Wonderful PAC
NovoNordisk,"DelBene, Suzan"
NovoNordisk,"Foster, Bill"
NovoNordisk,Together Holding Our Majority PAC
NovoNordisk,Spike PAC
NovoNordisk,"Guthrie, Brett"
NovoNordisk,"Tester, Jon"
NovoNordisk,Democratic Senatorial Campaign Cmte
NovoNordisk,"Casey, Bob"
NovoNordisk,"Ernst, Joni"
NovoNordisk,"Pfluger, August"
NovoNordisk,"Wyden, Ron"
NovoNordisk,"Murphy, Greg"
NovoNordisk,"Scalise, Steve"
NovoNordisk,"Schumer, Charles E"
NovoNordisk,National Republican Senatorial Cmte
NovoNordisk,"Banks, Jim"
NovoNordisk,"Johnson, Mike"
NovoNordisk,"Kelly, Robin"
NovoNordisk,House Conservatives Fund
NovoNordisk,Mr Southern Missourian in the House
NovoNordisk,American Revival PAC
NovoNordisk,"Rodgers, Cathy McMorris"
NovoNordisk,"Rubio, Marco"
NovoNordisk,"Wenstrup, Brad"
NovoNordisk,"Sewell, Terri"
NovoNordisk,"Nickel, Wiley"
NovoNordisk,Reclaim America PAC
NovoNordisk,"Clyburn, James E"
NovoNordisk,"Kuster, Ann"
NovoNordisk,"Daines, Steven"
NovoNordisk,"McCarthy, Kevin"
NovoNordisk,"Kaine, Tim"
NovoNordisk,"Horsford, Steven"
NovoNordisk,"Curtis, John"
NovoNordisk,Eye of the Tiger PAC
NovoNordisk,Continuing America's Strength & Security
NovoNordisk,"Cornyn, John"
NovoNordisk,"Tillis, Thom"
NovoNordisk,"Coleman, Bonnie Watson"
NovoNordisk,"Arrington, Jodey"
NovoNordisk,"Budd, Ted"
NovoNordisk,"Hern, Kevin"
NovoNordisk,"Trahan, Lori"
NovoNordisk,"Smith, Jason"
NovoNordisk,Turquoise PAC
NovoNordisk,"Schmitt, Eric"
NovoNordisk,"Pallone, Frank Jr"
NovoNordisk,"Neal, Richard E"
NovoNordisk,"Rosen, Jacky"
NovoNordisk,"Blackburn, Marsha"
NovoNordisk,"Baldwin, Tammy"
NovoNordisk,Republican Party of Connecticut
NovoNordisk,"Burgum, Doug"
NovoNordisk,"Dunn, Neal"
NovoNordisk,"Beatty, Joyce"
NovoNordisk,CMR PAC
NovoNordisk,"Payne, Donald M Jr"
NovoNordisk,"Alsobrooks, Angela"
NovoNordisk,GWEN PAC
NovoNordisk,"Cassidy, Bill"
NovoNordisk,"Panetta, Jimmy"
NovoNordisk,"McConnell, Mitch"
NovoNordisk,"Clarke, Yvette"
NovoNordisk,Common Ground PAC
NovoNordisk,"Carter, Troy"
NovoNordisk,"Reschenthaler, Guy"
NovoNordisk,"Strickland, Marilyn"
NovoNordisk,"Moore, Tim"
NovoNordisk,A New Direction PAC
NovoNordisk,Lobo PAC
NovoNordisk,"Cardenas, Tony"
NovoNordisk,"Sanchez, Linda"
NovoNordisk,"Conaway, Herb"
NovoNordisk,"Coons, Chris"
NovoNordisk,"Clark, Katherine"
NovoNordisk,"Gottheimer, Josh"
NovoNordisk,Victory by Investing Building & Empowering PAC
NovoNordisk,Beyond Thoughts & Prayers PAC
NovoNordisk,"Thune, John"
NovoNordisk,Milk River PAC                                    
NovoNordisk,"Capito, Shelley Moore"
NovoNordisk,"Balderson, Troy"
NovoNordisk,DNC Services Corp
NovoNordisk,"Kelly, Mike"
NovoNordisk,Keystone America PAC
NovoNordisk,"Kean, Thomas H Jr"
NovoNordisk,"Cherfilus-McCormick, Sheila"
NovoNordisk,ActBlue Non-Federal
NovoNordisk,"Miller-Meeks, Mariannette"
NovoNordisk,"Stefanik, Elise"
NovoNordisk,Montana Red
NovoNordisk,"Shaheen, Jeanne"
NovoNordisk,"McBath, Lucy"
NovoNordisk,"Emmer, Tom"
NovoNordisk,"Rouzer, David"
NovoNordisk,"Kim, Andy"
NovoNordisk,"Kennedy, Robert F Jr."
NovoNordisk,"Stein, Jill"
NovoNordisk,"Jeffries, Hakeem"
NovoNordisk,Forward Blue
NovoNordisk,"Allred, Colin"
NovoNordisk,Longleaf PAC
NovoNordisk,"Cole, Tom"
NovoNordisk,"Letlow, Julia"
NovoNordisk,"Aderholt, Robert B"
NovoNordisk,"Griffith, Morgan"
NovoNordisk,"Aguilar, Pete"
NovoNordisk,"Harshbarger, Diana"
NovoNordisk,"Rogers, Hal"
NovoNordisk,"Eshoo, Anna"
NovoNordisk,"Hirono, Mazie K"
NovoNordisk,"Smucker, Lloyd"
NovoNordisk,"Carey, Mike"
NovoNordisk,"Ferguson, Drew"
NovoNordisk,"Cammack, Kat"
NovoNordisk,"Scott, Tim"
NovoNordisk,"Haley, Nikki"
NovoNordisk,"Sanders, Bernie"
NovoNordisk,Stand for America PAC
NovoNordisk,"Schiff, Adam"
NovoNordisk,"Avlon, John"
NovoNordisk,"Christie, Chris"
NovoNordisk,Democratic Party of North Carolina
NovoNordisk,"Frisch, Adam"
NovoNordisk,Democratic Congressional Campaign Cmte
NovoNordisk,"Ramaswamy, Vivek"
NovoNordisk,Swing Left Non-Federal
NovoNordisk,Justice Democrats
NovoNordisk,"Krishnamoorthi, Raja"
NovoNordisk,"Lam, Clarence"
NovoNordisk,"Harris, Mark"
NovoNordisk,"Rollins, Will"
NovoNordisk,"Whitesides, George"
NovoNordisk,Movement Voter PAC
NovoNordisk,"Mannion, John"
NovoNordisk,"Jones, Mondaire"
NovoNordisk,"Wild, Susan"
NovoNordisk,"Moreno, Bernie"
NovoNordisk,1776 Project
NovoNordisk,The Lincoln Project
NovoNordisk,"Mucarsel-Powell, Debbie"
NovoNordisk,"Warren, Elizabeth"
NovoNordisk,Republican National Cmte
NovoNordisk,"Lee, Barbara"
NovoNordisk,"Fedorchak, Julie"
NovoNordisk,"Schmidt, Derek"
NovoNordisk,"Davis, Colleen"
NovoNordisk,"Molinaro, Marc"
NovoNordisk,"McIver, LaMonica"
NovoNordisk,Save America
NovoNordisk,"Brown, Shontel"
NovoNordisk,"Bhalla, Ravi"
NovoNordisk,"Suozzi, Tom"
NovoNordisk,"Hogan, Larry"
NovoNordisk,"Schrier, Kim"
NovoNordisk,"Slotkin, Elissa"
NovoNordisk,"Pappas, Chris"
NovoNordisk,"Gallego, Ruben"
NovoNordisk,Georgia Federal Elections Cmte
NovoNordisk,"Kaul, Krystle"
NovoNordisk,"Booker, Cory"
NovoNordisk,"Avila, Victor"
NovoNordisk,"Ocasio-Cortez, Alexandria"
NovoNordisk,"Vindman, Yevgeny 'Eugene'"
NovoNordisk,"Tlaib, Rashida"
NovoNordisk,"Parkinson, Scott"
NovoNordisk,"Randall, Emily"
NovoNordisk,"Crockett, Jasmine"
NovoNordisk,Washington State Democratic Central Cmte
NovoNordisk,Campaign for Democracy PAC
NovoNordisk,"Dunn, Harry"
NovoNordisk,"Porter, Katie"
NovoNordisk,Defend Freedom Inc
NovoNordisk,Anti-Psychopath PAC
NovoNordisk,"Whitten, Gregory"
NovoNordisk,"Begich, Nick III"
NovoNordisk,"Klee Hood, Sarah"
NovoNordisk,Democratic Party of Wisconsin
NovoNordisk,"Rashid, Qasim"
NovoNordisk,"Dziados, Christopher Ryan"
NovoNordisk,Retired Americans PAC
NovoNordisk,"Garvey, Steve"
NovoNordisk,"Morse, Jessica"
NovoNordisk,"Uygur, Cenk"
NovoNordisk,"Balint, Becca"
NovoNordisk,"Omar, Ilhan"
NovoNordisk,"Golden, Jared"
NovoNordisk,"Harder, Josh"
NovoNordisk,"Kunce, Lucas"
NovoNordisk,Our Great Task
NovoNordisk,"Williamson, Marianne"
NovoNordisk,"Figures, Shomari"
NovoNordisk,"Markey, Ed"
NovoNordisk,"Stelson, Janelle"
NovoNordisk,"Lyerly, Kristin"
NovoNordisk,"Donalds, Byron"
NovoNordisk,Democratic Executive Cmte of Florida
NovoNordisk,Democratic Party of Nebraska
NovoNordisk,Retired Dems 2024
NovoNordisk,"Ansari, Yassamin"
NovoNordisk,"Martin, Isaiah"
NovoNordisk,"Abid, Zerqa"
NovoNordisk,Democratic Party of Tennessee
NovoNordisk,Serve America PAC
NovoNordisk,"Gray, Adam"
NovoNordisk,"Lubin, Rob"
NovoNordisk,Democratic Turnout Project PAC
NovoNordisk,"Raskin, Jamie"
NovoNordisk,"Elder, Larry"
NovoNordisk,"Cruz, Ted"
NovoNordisk,"Johnson, Perry"
NovoNordisk,"Altman, Sue"
NovoNordisk,"Sinema, Kyrsten"
NovoNordisk,"Carper, Tom"
Pfizer,"Harris, Kamala"
Pfizer,National Republican Senatorial Cmte
Pfizer,Democratic Senatorial Campaign Cmte
Pfizer,DNC Services Corp
Pfizer,Democratic Lieutenant Governors Assn
Pfizer,National Republican Congressional Cmte
Pfizer,Democratic Congressional Campaign Cmte
Pfizer,"Trump, Donald"
Pfizer,"Lee, Barbara"
Pfizer,"Tester, Jon"
Pfizer,Sentinel Action Fund
Pfizer,Conservative Future Fund
Pfizer,"Logan, George S"
Pfizer,"Scalise, Steve"
Pfizer,"Casey, Bob"
Pfizer,Republican National Cmte
Pfizer,"Peters, Gary"
Pfizer,M-PAC
Pfizer,"Peters, Scott"
Pfizer,Eye of the Tiger PAC
Pfizer,Senate Majority PAC
Pfizer,"Schrier, Kim"
Pfizer,"Lake, Kari"
Pfizer,"Johnson, Mike"
Pfizer,Heartland Values PAC
Pfizer,"Barrasso, John"
Pfizer,"Baldwin, Tammy"
Pfizer,"Clark, Katherine"
Pfizer,"Lawler, Mike"
Pfizer,"Miller-Meeks, Mariannette"
Pfizer,"Brown, Sherrod"
Pfizer,"Cassidy, Bill"
Pfizer,Washington State Democratic Central Cmte
Pfizer,"Guthrie, Brett"
Pfizer,Democratic Party of Virginia
Pfizer,Old North State PAC                               
Pfizer,Smart Solutions PAC
Pfizer,Bluegrass Cmte
Pfizer,Republican Party of Connecticut
Pfizer,Oorah! PAC
Pfizer,Tech for Campaigns
Pfizer,"Estes, Ron"
Pfizer,Common Ground PAC
Pfizer,Big Sky Opportunity PAC
Pfizer,Together Holding Our Majority PAC
Pfizer,Turquoise PAC
Pfizer,Pineapple PAC
Pfizer,Impact (Schumer)
Pfizer,Blue Hen PAC
Pfizer,Lobo PAC
Pfizer,Motor City PAC
Pfizer,"Avlon, John"
Pfizer,"Liccardo, Sam T."
Pfizer,Massachusetts Democratic State Cmte
Pfizer,ActBlue Non-Federal
Pfizer,Connecticut Democratic State Central Cmte
Pfizer,Beyond Thoughts & Prayers PAC
Pfizer,"Malliotakis, Nicole"
Pfizer,"Carter, Buddy"
Pfizer,"Ricketts, Pete"
Pfizer,Perimeter PAC
Pfizer,"Schweikert, David"
Pfizer,"Haley, Nikki"
Pfizer,"Davis, Don"
Pfizer,Mr Southern Missourian in the House
Pfizer,"Kelly, Mike"
Pfizer,"Levin, Mike"
Pfizer,"Gillibrand, Kirsten"
Pfizer,"Blackburn, Marsha"
Pfizer,"Suozzi, Tom"
Pfizer,"Beydoun, Nasser"
Pfizer,"Reschenthaler, Guy"
Pfizer,Treasure State PAC
Pfizer,"Huizenga, Bill"
Pfizer,"Smith, Jason"
Pfizer,"Barragan, Nanette"
Pfizer,"Marshall, Roger"
Pfizer,"Hern, Kevin"
Pfizer,Alamo PAC
Pfizer,Tomorrow Is Meaningful
Pfizer,Freedom Fund
Pfizer,Razor PAC
Pfizer,"Pallone, Frank Jr"
Pfizer,"Curtis, John"
Pfizer,Senate Victory PAC
Pfizer,"Rosen, Jacky"
Pfizer,"Kiggans, Jen"
Pfizer,"Smith, Adrian"
Pfizer,"Ruiz, Raul"
Pfizer,"LaHood, Darin"
Pfizer,"Correa, Lou"
Pfizer,"Balderson, Troy"
Pfizer,RWA Fund
Pfizer,"Bucshon, Larry"
Pfizer,"James, John"
Pfizer,"Aguilar, Pete"
Pfizer,"Harder, Josh"
Pfizer,"Auchincloss, Jake"
Pfizer,New York State Democratic Cmte
Pfizer,"Smucker, Lloyd"
Pfizer,Keystone America PAC
Pfizer,"Tenney, Claudia"
Pfizer,Keeping America Rolling PAC
Pfizer,"DelBene, Suzan"
Pfizer,"Allred, Colin"
Pfizer,"Khanna, Ro"
Pfizer,Defend Our Conservative Senate PAC
Pfizer,"Ross, Deborah"
Pfizer,"Garbarino, Andrew"
Pfizer,MARSHA PAC
Pfizer,"Neal, Richard E"
Pfizer,"Bilirakis, Gus"
Pfizer,Shore PAC
Pfizer,"Slotkin, Elissa"
Pfizer,American Revival PAC
Pfizer,"Sanchez, Linda"
Pfizer,"Horsford, Steven"
Pfizer,Continuing America's Strength & Security
Pfizer,Luchadora PAC                                     
Pfizer,"Crenshaw, Dan"
Pfizer,"Dunn, Neal"
Pfizer,"Gillen, Laura"
Pfizer,AmeriPAC: The Fund for a Greater America
Pfizer,Democratic Party of Nevada
Pfizer,"McCarthy, Kevin"
Pfizer,"Emmer, Tom"
Pfizer,"Sewell, Terri"
Pfizer,Democratic Party of Illinois
Pfizer,BRETTPAC
Pfizer,Republican Party of Massachusetts
Pfizer,Democratic Party of New Mexico
Pfizer,New Millennium PAC
Pfizer,Minnesota House Republican Campaign Cmte
Pfizer,Giving Us Security PAC
Pfizer,"Cardenas, Tony"
Pfizer,"Stefanik, Elise"
Pfizer,Free State PAC
Pfizer,GSL PAC
Pfizer,"Cuellar, Henry"
Pfizer,Forward Together PAC
Pfizer,Common Values PAC
Pfizer,I Got Your Back PAC
Pfizer,"Hudson, Richard"
Pfizer,"Obernolte, Jay"
Pfizer,Republican Majority Fund
Pfizer,"Rodgers, Cathy McMorris"
Pfizer,"Wagner, Ann"
Pfizer,"Murphy, Tammy"
Pfizer,"Rochester, Lisa Blunt"
Pfizer,"Joyce, John"
Pfizer,"Ciscomani, Juan"
Pfizer,The Lincoln Project
Pfizer,"Ehasz, Ashley"
Pfizer,"Clyburn, James E"
Pfizer,"Schneider, Brad"
Pfizer,"Miller, Carol"
Pfizer,"Cammack, Kat"
Pfizer,"Plaskett, Stacey"
Pfizer,"Panetta, Jimmy"
Pfizer,"Kelly, Mark"
Pfizer,"Sherrill, Mikie"
Pfizer,"McCormick, Dave"
Pfizer,"Jeffries, Hakeem"
Pfizer,"Salinas, Andrea"
Pfizer,"Steil, Bryan"
Pfizer,Bridge the Gap PAC
Pfizer,First In Freedom PAC
Pfizer,"Kuster, Ann"
Pfizer,"Kiley, Kevin"
Pfizer,"Schmitt, Eric"
Pfizer,"Johnson, Gloria"
Pfizer,"Whitesides, George"
Pfizer,"Van Orden, Derrick"
Pfizer,"Anderson, Derrick"
Pfizer,"Molinaro, Marc"
Pfizer,"Theriault, Austin"
Pfizer,"Evans, Gabe"
Pfizer,"Williams, Brandon"
Pfizer,"Herrell, Yvette"
Pfizer,"D'Esposito, Anthony"
Pfizer,"Schiff, Adam"
Pfizer,"Booker, Cory"
Pfizer,"Hawley, Josh"
Pfizer,"Swalwell, Eric"
Pfizer,Republican Party of Arizona
Pfizer,"Capito, Shelley Moore"
Pfizer,"Houlahan, Chrissy"
Pfizer,"Mrvan, Frank Jr"
Pfizer,"DeGette, Diana"
Pfizer,"Fitzpatrick, Brian"
Pfizer,"Jobs, Opportunity & New Ideas PAC"
Pfizer,"Allen, Richard W"
Pfizer,"Arrington, Jodey"
Pfizer,"Bresnahan, Rob"
Pfizer,"Alsobrooks, Angela"
Pfizer,"Mucarsel-Powell, Debbie"
Pfizer,"Kunce, Lucas"
Pfizer,"Tiffany, Shawn"
Pfizer,"Cornyn, John"
Pfizer,"Gallego, Ruben"
Pfizer,"Hayes, Jahana"
Pfizer,"Tlaib, Rashida"
Pfizer,"Ocasio-Cortez, Alexandria"
Pfizer,"Courtney, Joe"
